Ab_Chocke;Freq;Vazao_Chocke
100;59,9;4,026656628
100;59,9;4,033406258
100;60;4,038468838
100;60;4,034812927
100;59,9;4,025250435
100;59,9;4,02806282
100;60;4,029750347
100;60;4,029187679
100;59,9;4,030312538
100;59,9;4,024969101
100;59,9;4,026656628
100;59,9;4,03115654
100;59,9;4,024406433
100;59,9;4,035937786
100;59,9;4,032281399
100;59,9;4,036781311
100;59,9;4,030031681
100;59,9;4,02609396
100;59,9;4,022437572
100;59,9;4,021875381
100;59,9;4,025250435
100;59,9;4,024406433
100;59,9;4,031437874
100;59,9;4,019906521
100;59,9;4,022718906
100;59,9;4,025812626
100;59,9;4,022156715
100;59,9;4,026937962
100;59,9;4,02300024
100;59,9;4,025531292
100;59,9;4,024125099
100;59,9;4,033406258
100;60;4,030312538
100;60;4,033687592
100;59,9;4,026937962
100;60;4,024406433
100;60;4,026656628
100;59,9;4,033968925
100;59,9;4,02806282
100;59,9;4,029469013
100;59,9;4,030031681
100;59,9;4,026656628
100;60;4,03115654
100;60;4,032000065
100;60;4,029750347
100;60;4,028625011
100;60;4,035093784
100;59,9;4,029469013
100;59,9;4,024406433
100;60;4,026656628
100;60;4,017656326
100;59,9;4,02103138
100;59,9;4,021875381
100;59,9;4,023562908
100;59,9;4,027781487
100;59,9;4,017375469
100;59,9;4,020469189
100;59,9;4,013156414
100;59,9;4,026656628
100;59,9;4,030031681
100;59,9;4,020469189
100;59,9;4,024687767
100;59,9;4,02103138
100;59,9;4,015406609
100;59,9;4,01287508
100;59,9;4,017094135
100;59,9;4,025531292
100;59,9;4,02300024
100;59,9;4,023843765
100;59,9;4,023843765
100;59,9;4,020750046
100;59,9;4,024125099
100;59,9;4,018781662
100;59,9;4,021875381
100;59,9;4,019343853
100;59,9;4,018500328
100;59,9;4,022156715
100;60;4,022156715
100;59,9;4,030312538
100;59,9;4,017656326
100;59,9;4,023843765
100;59,9;4,023281574
100;59,9;4,012312889
100;59,9;4,012312889
100;59,9;4,013437748
100;59,9;4,010906696
100;59,9;4,010906696
100;59,9;4,027500153
100;59,9;4,027500153
100;59,9;4,014281273
100;59,9;4,018781662
100;59,9;4,018781662
100;59,9;4,015687943
100;59,9;4,016531467
100;59,9;4,016531467
100;59,9;4,010906696
100;59,9;4,024125099
100;59,9;4,018781662
100;59,9;4,019906521
100;59,9;4,019906521
100;59,9;4,020750046
100;59,9;4,022156715
100;59,9;4,02300024
100;59,9;4,022156715
100;59,9;4,025812626
100;59,9;4,021312714
100;59,9;4,017375469
100;59,9;4,019906521
100;59,9;4,019906521
100;59,9;4,024406433
100;60;4,026656628
100;59,9;4,024125099
100;59,9;4,016812801
100;59,9;4,024687767
100;59,9;4,017656326
100;59,9;4,020469189
100;59,9;4,022156715
100;60;4,022156715
100;60;4,027500153
100;59,9;4,025531292
100;60;4,024125099
100;59,9;4,014281273
100;59,9;4,017656326
100;59,9;4,017656326
100;59,9;4,019906521
100;59,9;4,023843765
100;59,9;4,015406609
100;59,9;4,027781487
100;59,9;4,024969101
100;59,9;4,02103138
100;59,9;4,017656326
100;59,9;4,017656326
100;59,9;4,022156715
100;59,9;4,020469189
100;59,9;4,023843765
