Ab_Chocke;Freq;Vazao_Chocke
24;59,9;2,876625061
24;60;2,868187666
24;59,9;2,840906382
24;59,9;2,87100029
24;59,9;2,876906395
24;59,9;2,877468824
24;59,9;2,877750158
24;59,9;2,878312588
24;59,9;2,870156527
24;60;2,844562769
24;59,9;2,789437771
24;59,9;2,789156437
24;59,9;2,805750132
24;60;2,807718992
24;59,9;2,804906368
24;59,9;2,784375191
24;59,9;2,777625084
24;59,9;2,79562521
24;59,9;2,820937634
24;59,9;2,825437784
24;60;2,82825017
24;59,9;2,803500175
24;59,9;2,782125235
24;60;2,783250093
24;59,9;2,782968998
24;59,9;2,781281471
24;59,9;2,782968998
24;59,9;2,781000137
24;59,9;2,776218891
24;59,9;2,772000074
24;59,9;2,772281408
24;59,9;2,817843914
24;59,9;2,824594021
24;59,9;2,82262516
24;59,9;2,819531441
24;59,9;2,816437721
24;59,9;2,814187765
24;59,9;2,779593945
24;59,9;2,707875252
24;59,9;2,678625107
24;59,9;2,689312696
24;59,9;2,710406303
24;59,9;2,74725008
24;59,9;2,748937607
24;59,9;2,796750069
24;59,9;2,802937746
24;59,9;2,799281359
24;59,9;2,796187639
24;59,9;2,773125172
24;59,9;2,728687763
24;59,9;2,729531527
24;59,9;2,734593868
24;59,9;2,778187752
24;59,9;2,808000088
24;59,9;2,814187765
24;59,9;2,815593958
24;59,9;2,809125185
24;59,9;2,758500099
24;59,9;2,734031439
24;60;2,778468847
24;59,9;2,791125059
24;59,9;2,823750257
24;59,9;2,85525012
24;59,9;2,857500076
24;59,9;2,856375217
24;59,9;2,856375217
24;59,9;2,822906494
24;59,9;2,770031452
24;59,9;2,727844
24;59,9;2,727562666
24;60;2,724187613
24;60;2,724187613
24;60;2,7196877
24;60;2,72278142
24;59,9;2,777625084
24;60;2,782125235
24;59,9;2,787750244
24;59,9;2,791125059
24;59,9;2,787187576
24;59,9;2,785781384
24;60;2,790281534
24;59,9;2,788875103
24;59,9;2,782125235
24;59,9;2,755968809
24;59,9;2,751750231
24;59,9;2,753718853
24;59,9;2,809125185
24;59,9;2,822906494
24;59,9;2,82318759
24;59,9;2,815031528
24;59,9;2,79506278
24;59,9;2,793656349
24;59,9;2,771437645
24;60;2,718843937
24;59,9;2,688468933
24;59,9;2,718281507
24;60;2,737687588
24;60;2,737687588
24;59,9;2,737687588
24;59,9;2,721375227
24;59,9;2,681156397
24;59,9;2,728968859
24;60;2,786625147
24;60;2,803218842
24;59,9;2,827406406
24;59,9;2,831625223
24;59,9;2,833031416
24;60;2,831906319
24;60;2,828812599
24;59,9;2,79056263
24;59,9;2,733750105
24;59,9;2,764968872
24;59,9;2,801531315
24;60;2,815031528
24;60;2,816437721
24;60;2,816437721
24;60;2,814750195
24;60;2,811937571
24;59,9;2,814187765
24;59,9;2,810812712
24;59,9;2,813062668
24;59,9;2,85271883
24;59,9;2,861156464
24;59,9;2,86537528
24;59,9;2,861437559
24;59,9;2,847093821
24;60;2,861156464
24;60;2,868750095
24;60;2,848218918
24;60;2,827125072
24;59,9;2,781562567
24;60;2,729812622
24;60;2,707031488
24;60;2,713218927
24;60;2,731781483
24;60;2,763844013
24;59,9;2,804625273
24;59,9;2,816718817
24;59,9;2,814187765
24;59,9;2,815312624
24;59,9;2,815312624
24;59,9;2,812781334
24;59,9;2,790281534
24;59,9;2,7503438
24;59,9;2,745562553
24;59,9;2,744719028
24;59,9;2,745843887
24;59,9;2,814750195
24;59,9;2,833031416
24;59,9;2,839218855
24;59,9;2,835281372
24;59,9;2,829093933
24;59,9;2,782968998
24;59,9;2,780156374
24;59,9;2,788594007
24;59,9;2,787187576
24;59,9;2,787187576
24;59,9;2,771156311
24;59,9;2,725031376
24;60;2,709843874
24;59,9;2,732062578
24;59,9;2,768625259
24;59,9;2,770593882
24;59,9;2,773125172
24;59,9;2,772281408
24;59,9;2,770593882
24;59,9;2,766093969
24;59,9;2,773406506
24;59,9;2,773125172
24;59,9;2,773687601
24;59,9;2,774250269
24;59,9;2,808281422
24;60;2,813062668
24;59,9;2,816437721
24;59,9;2,812781334
24;59,9;2,771718979
24;59,9;2,713218927
24;59,9;2,653594017
24;59,9;2,655281305
24;60;2,653594017
24;59,9;2,667937756
24;59,9;2,678906441
24;59,9;2,698031425
24;59,9;2,718562603
24;59,9;2,719406366
24;59,9;2,743593931
24;59,9;2,769469023
24;59,9;2,772000074
24;59,9;2,771718979
24;59,9;2,765250206
24;59,9;2,765812635
24;59,9;2,797875166
24;59,9;2,806875229
24;59,9;2,806593895
24;60;2,802937746
24;59,9;2,756812572
24;59,9;2,731500149
24;59,9;2,725031376
24;59,9;2,724187613
24;59,9;2,742187738
24;59,9;2,777625084
24;60;2,79253149
24;59,9;2,798437595
24;59,9;2,797031403
24;59,9;2,797875166
24;59,9;2,751187563
24;59,9;2,723343849
24;59,9;2,705906391
24;59,9;2,71518755
24;59,9;2,7196877
24;59,9;2,718562603
24;59,9;2,71771884
24;60;2,729531527
24;59,9;2,772281408
24;59,9;2,779875278
24;59,9;2,779031515
24;59,9;2,774812698
24;59,9;2,740500212
24;59,9;2,726437569
24;59,9;2,725593805
20;59,9;2,729250193
20;59,9;2,732343912
20;59,9;2,7196877
20;59,9;2,660062551
20;59,9;2,485125065
20;59,9;2,372343779
20;59,9;2,308500051
20;59,9;2,283468962
20;59,9;2,296968937
20;59,9;2,313281298
20;59,9;2,316656351
20;59,9;2,312156439
20;59,9;2,302031279
20;59,9;2,299781322
20;59,9;2,299218893
20;59,9;2,295562744
20;59,9;2,286000252
20;59,9;2,277000189
20;59,9;2,283750057
20;60;2,324812651
20;60;2,332406282
20;60;2,334093809
20;60;2,326781273
20;59,9;2,296406507
20;60;2,250000238
20;59,9;2,264343977
20;59,9;2,254218817
20;59,9;2,250844002
20;59,9;2,248312712
20;59,9;2,238187551
20;60;2,23003149
20;59,9;2,240718842
20;59,9;2,243531466
20;59,9;2,256468773
20;59,9;2,289093971
20;60;2,296687603
20;59,9;2,295000076
20;59,9;2,297250032
20;59,9;2,294156313
20;59,9;2,29331255
20;59,9;2,290500164
20;59,9;2,240718842
20;59,9;2,226656437
20;59,9;2,222156286
20;59,9;2,221031427
20;59,9;2,220468998
20;60;2,221875191
20;60;2,238187551
20;60;2,276156425
20;59,9;2,291625023
20;59,9;2,292187691
20;59,9;2,29021883
20;59,9;2,279812574
20;59,9;2,216531277
20;60;2,235937595
20;60;2,276718855
20;60;2,281500101
20;59,9;2,280656338
20;59,9;2,281219006
20;59,9;2,289656401
20;60;2,293875217
20;60;2,295000076
20;59,9;2,290500164
20;60;2,241562605
20;60;2,209500074
20;60;2,209500074
20;60;2,26068759
20;59,9;2,26518774
20;59,9;2,266312599
20;59,9;2,26518774
20;59,9;2,266593933
20;60;2,266312599
20;59,9;2,266312599
20;59,9;2,283468962
20;59,9;2,296125174
20;59,9;2,2978127
20;59,9;2,323968887
20;59,9;2,352375031
20;60;2,354343891
20;59,9;2,353781462
20;60;2,348437548
20;60;2,294156313
20;59,9;2,257031441
20;59,9;2,269125223
20;59,9;2,288812637
20;59,9;2,296125174
20;59,9;2,296968937
20;59,9;2,293593884
20;59,9;2,295000076
20;59,9;2,288250208
20;59,9;2,254500151
20;59,9;2,259562731
20;59,9;2,261812687
20;59,9;2,263781309
20;59,9;2,262375116
20;59,9;2,264343977
20;59,9;2,287406445
20;60;2,333250046
20;59,9;2,336906433
20;59,9;2,337750196
20;59,9;2,329593897
20;59,9;2,267156363
20;59,9;2,243531466
20;59,9;2,250000238
20;60;2,256187677
20;59,9;2,258437634
20;59,9;2,313562632
20;60;2,339437723
20;59,9;2,349562645
20;59,9;2,344781399
20;59,9;2,335781336
20;59,9;2,287406445
20;59,9;2,241562605
20;59,9;2,237062693
20;59,9;2,260406494
20;59,9;2,260406494
20;59,9;2,271656275
20;59,9;2,275593996
20;59,9;2,27081275
20;60;2,272781372
20;60;2,272218943
20;60;2,272781372
20;59,9;2,275312662
20;59,9;2,315250158
20;59,9;2,325656414
20;59,9;2,326781273
20;59,9;2,324531317
20;59,9;2,312437534
20;59,9;2,284875154
20;59,9;2,281219006
20;59,9;2,277843952
20;60;2,279812574
20;60;2,278687716
20;59,9;2,278125048
20;59,9;2,236781359
20;59,9;2,215687752
20;60;2,214000225
20;59,9;2,247750044
20;59,9;2,25506258
20;59,9;2,251968861
20;59,9;2,254500151
20;59,9;2,284312725
20;59,9;2,299781322
20;59,9;2,306250095
20;59,9;2,328187704
20;59,9;2,365875244
20;60;2,37375021
20;60;2,377687693
20;60;2,369531393
20;60;2,337750196
20;59,9;2,296406507
20;59,9;2,280656338
20;59,9;2,277000189
20;60;2,277562618
20;60;2,275593996
20;59,9;2,277562618
20;59,9;2,278968811
20;59,9;2,280656338
20;59,9;2,276718855
20;59,9;2,281219006
20;59,9;2,281781435
20;59,9;2,296968937
20;59,9;2,303718805
20;59,9;2,305125237
20;59,9;2,305406332
20;59,9;2,304562569
20;59,9;2,291343927
20;59,9;2,287125111
20;60;2,279250145
20;59,9;2,266875029
20;59,9;2,27081275
20;59,9;2,279812574
20;59,9;2,280375242
20;59,9;2,282062531
20;59,9;2,280656338
20;59,9;2,273343801
20;59,9;2,284312725
20;59,9;2,292468786
20;60;2,29331255
20;60;2,290500164
20;60;2,273906469
20;59,9;2,248875141
20;59,9;2,243531466
20;59,9;2,242406368
20;59,9;2,240718842
20;59,9;2,245781422
20;59,9;2,247750044
20;59,9;2,251406431
20;59,9;2,279250145
20;59,9;2,286000252
20;59,9;2,284312725
20;59,9;2,281781435
20;59,9;2,33859396
20;59,9;2,343937635
20;59,9;2,343937635
20;59,9;2,344781399
20;60;2,329031467
20;59,9;2,291625023
20;59,9;2,259000063
20;59,9;2,255343914
20;59,9;2,253937721
20;59,9;2,253375053
20;59,9;2,257312536
20;60;2,26321888
20;60;2,301468849
20;60;2,309906483
20;60;2,309625149
20;60;2,308781385
20;59,9;2,296125174
20;59,9;2,295000076
20;59,9;2,312156439
20;59,9;2,356312752
20;59,9;2,367281437
20;60;2,367843866
20;60;2,368406296
20;59,9;2,353218794
20;60;2,295562744
20;59,9;2,230312586
20;60;2,248593807
20;59,9;2,256187677
20;59,9;2,271937609
20;59,9;2,277843952
20;59,9;2,280093908
20;59,9;2,281500101
20;59,9;2,279812574
20;59,9;2,282343864
20;59,9;2,278968811
20;59,9;2,275593996
20;59,9;2,278968811
20;59,9;2,277843952
20;59,9;2,296125174
20;59,9;2,321437597
20;59,9;2,324812651
20;59,9;2,322281361
20;60;2,324531317
20;60;2,326218843
20;59,9;2,327062607
20;59,9;2,32790637
20;59,9;2,325937748
20;59,9;2,32537508
20;59,9;2,273062706
20;59,9;2,261531353
20;59,9;2,278406382
20;60;2,280093908
20;60;2,279812574
20;59,9;2,282062531
20;59,9;2,307937622
20;59,9;2,316093922
20;59,9;2,315531492
20;60;2,310468912
20;59,9;2,29528141
20;59,9;2,248031378
20;59,9;2,237062693
20;59,9;2,294156313
20;59,9;2,318906307
20;59,9;2,320031404
20;59,9;2,321156502
20;59,9;2,301468849
20;59,9;2,337750196
20;59,9;2,366719007
20;59,9;2,37121892
20;59,9;2,372343779
20;59,9;2,359406471
20;60;2,346468925
20;60;2,314125061
20;60;2,299781322
20;60;2,302312613
20;60;2,315531492
20;60;2,332687616
20;59,9;2,368406296
20;60;2,377968788
20;60;2,376843929
20;60;2,379375219
20;59,9;2,379937649
20;59,9;2,377968788
20;59,9;2,370937586
20;59,9;2,309625149
20;59,9;2,257312536
20;59,9;2,267156363
20;59,9;2,281500101
20;59,9;2,282343864
20;59,9;2,280093908
20;59,9;2,278687716
20;59,9;2,280656338
20;59,9;2,271656275
20;60;2,282062531
20;60;2,32790637
20;60;2,324812651
20;60;2,321718931
20;59,9;2,318062544
20;59,9;2,305125237
20;59,9;2,254218817
20;59,9;2,261812687
20;59,9;2,264062643
20;59,9;2,264062643
20;60;2,260968924
20;59,9;2,274750233
20;59,9;2,294156313
20;59,9;2,291625023
20;59,9;2,293875217
20;59,9;2,269406319
20;60;2,215968847
20;60;2,22806263
20;59,9;2,235093832
20;59,9;2,248875141
20;60;2,259843826
20;59,9;2,271656275
20;59,9;2,271093845
20;59,9;2,271093845
20;59,9;2,267437696
20;59,9;2,236500025
20;60;2,197406292
20;59,9;2,199093819
20;60;2,214000225
20;60;2,25759387
20;60;2,257875204
20;59,9;2,2581563
20;59,9;2,25253129
20;59,9;2,253375053
20;59,9;2,25506258
20;59,9;2,251125097
20;59,9;2,249156475
20;59,9;2,248312712
20;59,9;2,248312712
20;59,9;2,250562668
20;59,9;2,249437571
20;60;2,256187677
20;59,9;2,321718931
20;59,9;2,345062733
20;59,9;2,347031355
20;59,9;2,344781399
20;59,9;2,304843903
20;59,9;2,221031427
20;59,9;2,185593843
20;59,9;2,236218929
20;59,9;2,248593807
20;59,9;2,250281334
20;60;2,250281334
20;60;2,248312712
20;60;2,227781296
20;59,9;2,215406418
20;59,9;2,213437557
20;59,9;2,216250181
20;59,9;2,214000225
20;59,9;2,217093945
20;59,9;2,255906343
20;59,9;2,269406319
20;60;2,271375179
20;60;2,269687653
20;59,9;2,272218943
20;60;2,26265645
20;60;2,253937721
20;60;2,25506258
20;59,9;2,280656338
20;59,9;2,306250095
20;59,9;2,309906483
20;59,9;2,309062719
20;60;2,305125237
20;59,9;2,281500101
20;59,9;2,260406494
20;59,9;2,254781485
20;59,9;2,26068759
20;59,9;2,273343801
20;59,9;2,288812637
20;59,9;2,287125111
20;59,9;2,285718918
20;59,9;2,261531353
20;59,9;2,232000113
20;59,9;2,232000113
20;59,9;2,240718842
20;59,9;2,246343851
20;59,9;2,247187614
20;59,9;2,247187614
20;59,9;2,246906281
20;59,9;2,247187614
20;59,9;2,323125124
20;59,9;2,329312563
20;59,9;2,331843853
20;59,9;2,325093985
20;59,9;2,274750233
20;59,9;2,226656437
20;59,9;2,247187614
20;59,9;2,271656275
20;59,9;2,272218943
20;59,9;2,272218943
20;59,9;2,254500151
20;59,9;2,25253129
20;60;2,248031378
20;59,9;2,217656374
20;60;2,206406355
20;59,9;2,22553134
20;59,9;2,244093895
20;59,9;2,249437571
20;59,9;2,248312712
20;59,9;2,27081275
20;59,9;2,285156488
20;59,9;2,289937735
20;59,9;2,293031454
20;59,9;2,293593884
20;59,9;2,293593884
20;59,9;2,29331255
20;59,9;2,29275012
20;59,9;2,288812637
20;59,9;2,278406382
20;59,9;2,276156425
20;60;2,273343801
20;59,9;2,268843889
20;59,9;2,217656374
20;59,9;2,204718828
20;59,9;2,229750156
20;59,9;2,283187628
20;59,9;2,320312738
20;59,9;2,329875231
20;59,9;2,347312689
20;59,9;2,355187654
20;59,9;2,354906321
20;59,9;2,352093935
20;59,9;2,334937572
20;59,9;2,393437624
20;59,9;2,401031494
20;60;2,401031494
20;59,9;2,392875195
20;59,9;2,359406471
20;59,9;2,344781399
20;59,9;2,348437548
20;59,9;2,348437548
20;60;2,336906433
20;60;2,299218893
20;59,9;2,310750246
20;59,9;2,312718868
20;59,9;2,322281361
20;59,9;2,348718882
20;59,9;2,350687742
20;59,9;2,352375031
20;59,9;2,350687742
20;59,9;2,323968887
20;59,9;2,324812651
20;59,9;2,359687567
20;59,9;2,362218857
20;59,9;2,364468813
20;59,9;2,365312576
20;59,9;2,363906384
20;59,9;2,36362505
20;59,9;2,350687742
20;59,9;2,314406395
20;59,9;2,326781273
20;59,9;2,334093809
20;59,9;2,334093809
20;59,9;2,391187668
20;59,9;2,417625189
20;59,9;2,420156479
20;59,9;2,419031382
20;59,9;2,400468826
20;59,9;2,324812651
20;59,9;2,290500164
20;60;2,296125174
20;59,9;2,297250032
20;59,9;2,323968887
20;60;2,338312626
20;59,9;2,338312626
20;59,9;2,339437723
20;59,9;2,341406345
20;59,9;2,33353138
20;59,9;2,288812637
20;59,9;2,254218817
20;59,9;2,279812574
20;59,9;2,29275012
20;59,9;2,295000076
20;59,9;2,296968937
20;59,9;2,296125174
20;59,9;2,303156376
20;60;2,351531506
20;59,9;2,37121892
20;59,9;2,376000166
20;59,9;2,375156403
20;59,9;2,377968788
20;59,9;2,339437723
20;59,9;2,311312675
20;60;2,304562569
20;60;2,296968937
20;59,9;2,309625149
20;59,9;2,354906321
20;59,9;2,366719007
20;59,9;2,369531393
20;59,9;2,368968964
20;60;2,363906384
20;60;2,355750084
20;59,9;2,354062557
20;59,9;2,352937698
20;59,9;2,354343891
20;59,9;2,352937698
20;59,9;2,354062557
20;59,9;2,314125061
20;59,9;2,25253129
20;59,9;2,26068759
20;59,9;2,300062656
20;60;2,313843966
20;60;2,347031355
20;60;2,349562645
20;59,9;2,348156452
20;59,9;2,349281311
20;59,9;2,348437548
20;59,9;2,349281311
20;59,9;2,333250046
20;59,9;2,281781435
20;59,9;2,327625036
20;59,9;2,344781399
20;59,9;2,349562645
20;59,9;2,349562645
20;59,9;2,349000216
20;59,9;2,311875105
20;60;2,252812624
20;60;2,292468786
20;59,9;2,304000139
20;59,9;2,307937622
20;59,9;2,307937622
20;59,9;2,307375193
20;59,9;2,307375193
20;60;2,332406282
20;60;2,338875055
20;59,9;2,339718819
20;59,9;2,339437723
20;59,9;2,311593771
20;59,9;2,26012516
20;59,9;2,245781422
20;59,9;2,249718904
20;59,9;2,251687527
20;59,9;2,248312712
20;59,9;2,236781359
20;59,9;2,232562542
20;59,9;2,272500038
20;60;2,281500101
20;60;2,281500101
20;59,9;2,282343864
20;59,9;2,282343864
20;59,9;2,335781336
20;59,9;2,377125025
20;59,9;2,388375044
20;59,9;2,386125088
20;59,9;2,3681252
20;59,9;2,314968824
20;59,9;2,277000189
20;59,9;2,272218943
20;59,9;2,271656275
20;60;2,27081275
20;60;2,280093908
20;60;2,312156439
20;59,9;2,321437597
20;59,9;2,33043766
20;59,9;2,327625036
20;59,9;2,330156326
20;59,9;2,329875231
20;60;2,294718981
20;59,9;2,267437696
20;59,9;2,304281473
20;60;2,322000027
20;59,9;2,357156277
20;60;2,37121892
20;60;2,372906446
20;59,9;2,37121892
20;59,9;2,369250059
20;59,9;2,352937698
20;59,9;2,329312563
20;59,9;2,308218956
20;59,9;2,301468849
20;59,9;2,301750183
20;59,9;2,300625086
20;59,9;2,281219006
20;59,9;2,271375179
20;59,9;2,275312662
20;59,9;2,274468899
20;59,9;2,275031328
20;59,9;2,276156425
20;59,9;2,343656301
20;60;2,361656427
20;60;2,362218857
20;60;2,361093998
20;60;2,356312752
20;60;2,302593946
20;60;2,252250195
20;60;2,234531403
20;60;2,255343914
20;60;2,271375179
20;60;2,273343801
20;59,9;2,312156439
20;59,9;2,358843803
20;59,9;2,382187605
20;59,9;2,387250185
20;59,9;2,389500141
20;60;2,386406422
20;59,9;2,349562645
20;59,9;2,363343954
20;59,9;2,373187542
20;59,9;2,373187542
20;59,9;2,372906446
20;59,9;2,372625113
20;59,9;2,359125137
20;59,9;2,323125124
20;59,9;2,321156502
20;59,9;2,326500177
20;59,9;2,325937748
20;59,9;2,323968887
20;59,9;2,324531317
20;59,9;2,322281361
20;60;2,300625086
20;60;2,302031279
20;59,9;2,342531443
20;59,9;2,351812601
20;59,9;2,352937698
20;59,9;2,352937698
20;59,9;2,351250172
20;59,9;2,326218843
20;59,9;2,266312599
20;59,9;2,277843952
20;59,9;2,288531303
20;59,9;2,290500164
20;59,9;2,307375193
20;60;2,319187641
20;59,9;2,318625212
20;59,9;2,322281361
20;59,9;2,307937622
20;59,9;2,30090642
20;59,9;2,313281298
20;59,9;2,315531492
20;59,9;2,315531492
20;59,9;2,317500114
20;59,9;2,314687729
20;59,9;2,318906307
20;59,9;2,374875069
20;59,9;2,430281401
20;59,9;2,427469015
20;59,9;2,413406372
20;60;2,397937536
20;59,9;2,344781399
20;59,9;2,272218943
20;59,9;2,259843826
20;59,9;2,264906406
20;59,9;2,265468836
20;59,9;2,288531303
20;60;2,326781273
20;60;2,334093809
20;59,9;2,345906496
20;59,9;2,348437548
20;59,9;2,394562721
20;59,9;2,410031319
20;59,9;2,406937599
20;59,9;2,40328145
20;59,9;2,379656315
20;59,9;2,341406345
20;59,9;2,311875105
20;60;2,27081275
20;59,9;2,234250069
20;59,9;2,248875141
20;59,9;2,25506258
20;59,9;2,277843952
20;59,9;2,309343815
20;59,9;2,2978127
20;60;2,292468786
20;59,9;2,29275012
20;59,9;2,254781485
20;59,9;2,226093769
20;59,9;2,241562605
20;59,9;2,277000189
20;59,9;2,290500164
20;59,9;2,292468786
20;59,9;2,287125111
20;59,9;2,277843952
20;59,9;2,274187565
20;60;2,273062706
20;60;2,271656275
20;60;2,269687653
20;60;2,258718967
20;59,9;2,251125097
20;60;2,278125048
20;60;2,289375067
20;59,9;2,302312613
20;59,9;2,359968901
20;60;2,381906509
20;60;2,383875132
20;60;2,384718895
20;60;2,354625225
20;60;2,322281361
20;60;2,311031342
20;60;2,309625149
20;59,9;2,311875105
20;59,9;2,314968824
20;59,9;2,344500065
20;59,9;2,347031355
20;59,9;2,347875118
20;60;2,347312689
20;59,9;2,341687679
20;60;2,302312613
20;59,9;2,292468786
20;59,9;2,287125111
20;59,9;2,261250019
20;59,9;2,251687527
20;59,9;2,320875168
20;59,9;2,343375206
20;59,9;2,345906496
20;59,9;2,352093935
20;59,9;2,34112525
20;59,9;2,298937559
20;59,9;2,294718981
20;59,9;2,293593884
20;59,9;2,319750071
20;59,9;2,331281424
20;59,9;2,332125187
20;59,9;2,333250046
20;59,9;2,302593946
20;59,9;2,266312599
20;59,9;2,258437634
20;59,9;2,257312536
20;59,9;2,269406319
20;59,9;2,274750233
20;59,9;2,273625135
20;59,9;2,271375179
20;59,9;2,269687653
20;59,9;2,268843889
20;59,9;2,239875078
20;59,9;2,2581563
20;59,9;2,294156313
20;59,9;2,30034399
20;59,9;2,300625086
20;59,9;2,302593946
20;59,9;2,305406332
20;59,9;2,304281473
20;59,9;2,276437521
20;59,9;2,287406445
20;60;2,300062656
20;59,9;2,304281473
20;59,9;2,304281473
20;59,9;2,301468849
20;59,9;2,29837513
20;60;2,29331255
20;60;2,289375067
20;59,9;2,28768754
20;60;2,288812637
20;60;2,320312738
20;60;2,33296895
20;59,9;2,335781336
20;59,9;2,335781336
20;59,9;2,325656414
20;59,9;2,275312662
20;60;2,26068759
17;59,9;2,280937672
17;59,9;2,29837513
17;59,9;2,329593897
17;59,9;2,383875132
17;59,9;2,257875204
17;59,9;2,091656446
17;59,9;2,028937578
17;59,9;1,996875167
17;59,9;1,993500113
17;59,9;1,992093921
17;60;1,992937565
17;59,9;1,99265635
17;59,9;1,99575007
17;59,9;1,996593833
17;59,9;1,994625092
17;59,9;1,993218899
17;60;1,979718924
17;60;1,962843895
17;59,9;1,962000132
17;59,9;1,961437583
17;60;1,960312605
17;59,9;1,959187627
17;59,9;1,960312605
17;59,9;1,960312605
17;59,9;1,964812636
17;59,9;2,028375149
17;59,9;2,037937641
17;59,9;2,044406414
17;59,9;2,045250177
17;59,9;2,039062738
17;59,9;2,007843971
17;59,9;1,992937565
17;60;1,992093921
17;59,9;1,9656564
17;59,9;2,022750139
17;59,9;2,048906326
17;59,9;2,053406477
17;59,9;2,053406477
17;59,9;2,048062563
17;60;2,00953126
17;60;2,055375099
17;59,9;2,094468832
17;59,9;2,08996892
17;59,9;2,08434391
17;59,9;2,069718838
17;59,9;2,002781391
17;59,9;2,003343821
17;59,9;2,013750076
17;59,9;2,013750076
17;59,9;2,012625217
17;59,9;2,010656357
17;59,9;1,994625092
17;59,9;2,002781391
17;59,9;2,016843796
17;59,9;2,017687559
17;59,9;2,015156269
17;59,9;2,010093927
17;59,9;1,997437596
17;59,9;1,96003139
17;59,9;1,950187564
17;59,9;2,011781454
17;60;2,030906439
17;60;2,033437729
17;59,9;2,033156395
17;59,9;2,027812719
17;59,9;2,026968956
17;59,9;2,023593903
17;59,9;2,029781342
17;59,9;2,032875061
17;59,9;2,033718824
17;59,9;2,030343771
17;60;2,010656357
17;59,9;1,981125116
17;60;2,014312506
17;60;2,019937515
17;59,9;2,018531322
17;59,9;2,021343946
17;59,9;2,01965642
17;59,9;2,022750139
17;59,9;2,021906376
17;60;2,021906376
17;60;2,021906376
17;59,9;2,020500183
17;59,9;2,010375023
17;59,9;2,004750013
17;59,9;2,001093864
17;59,9;1,998843908
17;59,9;2,002218962
17;59,9;2,003625154
17;60;2,003625154
17;60;1,997437596
17;59,9;1,980000138
17;59,9;2,02218771
17;59,9;2,044406414
17;59,9;2,036250114
17;59,9;2,044406414
17;59,9;2,04412508
17;59,9;2,043562651
17;59,9;2,026125193
17;59,9;2,014312506
17;59,9;2,037937641
17;59,9;2,042437553
17;59,9;2,04412508
17;59,9;2,048062563
17;59,9;2,048062563
17;59,9;2,046937704
17;59,9;2,029781342
17;59,9;2,019937515
17;59,9;2,020781279
17;59,9;2,021343946
17;60;1,992937565
17;60;1,992937565
17;59,9;1,956093907
17;59,9;1,984781384
17;59,9;1,994062662
17;59,9;1,994625092
17;59,9;1,993500113
17;59,9;1,990687609
17;59,9;1,958062649
17;59,9;1,933031321
17;59,9;2,001375198
17;59,9;2,016281366
17;59,9;2,017687559
17;59,9;2,017687559
17;59,9;2,016843796
17;59,9;2,013750076
17;59,9;1,994625092
17;59,9;1,994343877
17;59,9;2,001937628
17;59,9;2,010093927
17;59,9;2,00953126
17;59,9;2,010093927
17;59,9;2,004187584
17;59,9;1,950187564
17;59,9;1,921500087
17;59,9;1,92234385
17;59,9;1,923750162
17;59,9;1,947375059
17;59,9;1,952718854
17;59,9;1,973250151
17;60;2,025281429
17;59,9;2,033156395
17;60;2,030906439
17;60;2,024156332
17;59,9;2,01909399
17;59,9;2,01909399
17;59,9;2,016281366
17;59,9;1,977750063
17;60;1,993500113
17;60;2,021625042
17;59,9;2,026968956
17;59,9;2,023875237
17;59,9;2,021343946
17;59,9;1,981125116
17;59,9;1,950187564
17;59,9;1,908000112
17;59,9;1,911093831
17;59,9;1,931343913
17;59,9;1,946531415
17;59,9;1,997156382
17;59,9;2,01150012
17;59,9;2,010093927
17;59,9;2,008406401
17;59,9;1,996312618
17;59,9;1,949906349
17;59,9;1,967625141
17;60;1,97381258
17;60;1,974937677
17;59,9;1,974656343
17;59,9;1,974375129
17;59,9;1,968468904
17;59,9;1,974656343
17;59,9;1,982812643
17;59,9;1,98450017
17;59,9;1,98450017
17;59,9;1,973531365
17;59,9;1,929093838
17;59,9;1,917562604
17;59,9;1,913062572
17;59,9;1,931343913
17;59,9;1,954687595
17;59,9;1,948500156
17;59,9;1,94118762
17;59,9;1,936687589
17;59,9;1,947656393
17;59,9;1,988718867
17;59,9;1,997437596
17;59,9;1,996312618
17;59,9;1,942593813
17;59,9;1,90856266
17;59,9;1,90350008
17;59,9;1,92234385
17;59,9;1,936687589
17;59,9;1,940906405
17;59,9;1,940906405
17;60;1,937531352
17;59,9;1,895625114
17;59,9;1,848937631
17;59,9;1,861593843
17;60;1,888312578
17;59,9;1,914468884
17;59,9;1,921781421
17;59,9;1,923187613
17;59,9;1,925718904
17;60;1,924031377
17;59,9;1,921500087
17;60;1,900406361
17;59,9;1,846125126
17;59,9;1,829250097
17;59,9;1,835437655
17;59,9;1,875937581
17;59,9;1,946531415
17;59,9;1,969312668
17;59,9;1,974375129
17;59,9;1,974656343
17;59,9;1,948500156
17;60;1,911375165
17;60;1,905750155
17;59,9;1,899281383
17;59,9;1,894218922
17;59,9;1,888875127
17;60;1,888031363
17;60;1,911093831
17;59,9;1,924031377
17;59,9;1,928531408
17;60;1,938375115
17;60;1,94118762
17;59,9;1,942031384
17;59,9;1,962843895
17;60;1,994343877
17;59,9;1,997437596
17;59,9;1,996593833
17;59,9;1,992937565
17;59,9;1,981125116
17;59,9;1,919250131
17;59,9;1,872281313
17;59,9;1,869187593
17;59,9;1,874812603
17;59,9;1,899843812
